자격구분코드,자격구분명,계열코드,계열명,종목코드,종목명
T,국가기술자격,4,기능사,7723,한복기능사
T,국가기술자격,4,기능사,7761,에너지관리기능사
T,국가기술자격,4,기능사,7780,전기기능사
T,국가기술자격,4,기능사,7785,3D프린터운용기능사
T,국가기술자격,4,기능사,7795,사진기능사
T,국가기술자격,4,기능사,7796,컴퓨터그래픽스운용기능사
T,국가기술자격,4,기능사,7798,웹디자인기능사
T,국가기술자격,4,기능사,7834,타워크레인운전기능사
T,국가기술자격,4,기능사,7835,컨테이너크레인운전기능사
T,국가기술자격,4,기능사,7861,기중기운전기능사
T,국가기술자격,4,기능사,7862,굴삭기운전기능사
T,국가기술자격,4,기능사,7863,불도저운전기능사
T,국가기술자격,4,기능사,7864,천장크레인운전기능사
T,국가기술자격,4,기능사,7866,로더운전기능사
T,국가기술자격,4,기능사,7871,롤러운전기능사
T,국가기술자격,4,기능사,7875,지게차운전기능사
T,국가기술자격,4,기능사,7888,광고도장기능사
T,국가기술자격,4,기능사,7889,보석가공기능사
T,국가기술자격,4,기능사,7890,도자공예기능사
T,국가기술자격,4,기능사,7892,제과기능사
T,국가기술자격,4,기능사,7893,제빵기능사
T,국가기술자격,4,기능사,7900,조경기능사
T,국가기술자격,4,기능사,7901,원예기능사
T,국가기술자격,4,기능사,7904,신발류제조기능사
T,국가기술자격,4,기능사,7908,이용사
T,국가기술자격,4,기능사,7910,한식조리기능사
T,국가기술자격,4,기능사,7911,양식조리기능사
T,국가기술자격,4,기능사,7912,일식조리기능사
T,국가기술자격,4,기능사,7913,중식조리기능사
T,국가기술자격,4,기능사,7914,복어조리기능사
T,국가기술자격,4,기능사,7916,조주기능사
T,국가기술자격,4,기능사,7917,피아노조율기능사
T,국가기술자격,4,기능사,7918,환경기능사
T,국가기술자격,4,기능사,7920,영사기능사
T,국가기술자격,4,기능사,7930,양화장치운전기능사
T,국가기술자격,4,기능사,7931,양복기능사
T,국가기술자격,4,기능사,7932,양장기능사
T,국가기술자격,4,기능사,7937,미용사(일반)
T,국가기술자격,4,기능사,7940,승강기기능사
T,국가기술자격,4,기능사,7947,미용사(피부)
T,국가기술자격,4,기능사,7957,미용사(네일)
T,국가기술자격,4,기능사,7960,세탁기능사
T,국가기술자격,4,기능사,7967,미용사(메이크업)
T,국가기술자격,4,기능사,7970,화약취급기능사
T,국가기술자격,4,기능사,7980,보석감정사
T,국가기술자격,4,기능사,7992,떡제조기능사
T,국가기술자격,3,기사,9105,국제의료관광코디네이터
T,국가기술자격,3,기사,9510,직업상담사1급
T,국가기술자격,3,기사,9511,직업상담사2급
T,국가기술자격,3,기사,9520,사회조사분석사1급
T,국가기술자격,3,기사,9521,사회조사분석사2급
T,국가기술자격,15,대한상공회의소 시행종목,9530,전자상거래관리사1급
T,국가기술자격,3,기사,9535,컨벤션기획사1급
T,국가기술자격,3,기사,9536,컨벤션기획사2급
T,국가기술자격,3,기사,9537,소비자전문상담사1급
T,국가기술자격,3,기사,9538,소비자전문상담사2급
T,국가기술자격,3,기사,9539,임상심리사1급
T,국가기술자격,3,기사,9540,임상심리사2급
T,국가기술자격,3,기사,9541,텔레마케팅관리사
T,국가기술자격,3,기사,9545,멀티미디어콘텐츠제작전문가
T,국가기술자격,3,기사,9546,스포츠경영관리사
T,국가기술자격,15,대한상공회의소 시행종목,9611,컴퓨터활용능력1급
T,국가기술자격,15,대한상공회의소 시행종목,9612,컴퓨터활용능력2급
T,국가기술자격,15,대한상공회의소 시행종목,9621,전산회계운용사1급
T,국가기술자격,15,대한상공회의소 시행종목,9622,전산회계운용사2급
T,국가기술자격,15,대한상공회의소 시행종목,9623,전산회계운용사3급
T,국가기술자격,15,대한상공회의소 시행종목,9937,비서1급
T,국가기술자격,15,대한상공회의소 시행종목,9938,비서2급
T,국가기술자격,15,대한상공회의소 시행종목,9939,비서3급
T,국가기술자격,15,대한상공회의소 시행종목,9940,전자상거래운용사
T,국가기술자격,15,대한상공회의소 시행종목,9961,워드프로세서
T,국가기술자격,15,대한상공회의소 시행종목,9971,한글속기1급
T,국가기술자격,15,대한상공회의소 시행종목,9972,한글속기2급
T,국가기술자격,15,대한상공회의소 시행종목,9973,한글속기3급
